text,HOF,NOT
i cannot stop finding sick doubles for this such a fucking monster tune,1,0
 marvel could never come up with a plot this intricate,0,1
mothers day is super important to my mom because her mom passed away,0,1
meet the press has that old hick on john kennedy he is as much of a liar as trump and the rest of the gop,1,0
well that is all the inspiration i needed ill be spending the rest of my weekend locked in my room,0,1
steph curry is my fatherpavy,0,1
finally finished this shit i got prod my boi you all want that,1,0
jokes on you i am always in subspace once i am in dom space its hard as fuck to get me out of it so watch it,1,0
we are not lovers we are just strangers with the same damn hunger,1,0
stop talking start doingstop talking start working stop talking start actingallah yasa mu dace ameenmalam,0,1
if you are looking for work in  ks check out this job,0,1
 identify sick pts  go through all the pts that have not been posttaken electronically check bl,0,1
 tyler the creator and as soon as possible rocky funny as fuck when they get together,1,0
 i am not fine i need you,0,1
 fuck all these females tbh all i need is my homies about to risk it all,1,0
typically only play cod4 but that shit still look so clean,1,0
fuck off and get out of israels hole no fucker wants more yank oil wars,1,0
surround yourself with people who have their shit together therefore you can also get your shit together,1,0
 want to get our limited edition beep card drop by the aling puring convention tomorrow to purc,0,1
 in  hitlers former number two rudolf hess flew to scotland to negotiate a peace sublime navigation but a fu,0,1
 factsthere are counties in the us won trump counties covered  of the united states,0,1
i cannot fucking listen to it because of the ass audio but i just know she sounds beautiful live,1,0
damn,1,0
 oh my god fuck you bank,1,0
fuck billboard i am aiming for forbes list now  rihanna,1,0
like damn maybe i want to laugh and have a drink or go to dinner too you all really disowned me ,1,0
i am so tired of men making the laws for womens bodies you all do not know shit about it stop trying to dictate how we use it,1,0
are you fucking kidding me,1,0
thank you wendy you are the sweetest,0,1
oh my fucking good god that is absolutely sensational from messi wow,1,0
 all of got7 are cut from the same cloth husband and dad material got7,0,1
 they gave yoongi the big ass sleeves to hide the gang signs,1,0
 i heard something about yougo hear it again bitch because i do not give a fuck,1,0
excellent point above title page of dissertation of the late father victor de clercq cicm,0,1
17 she been waiting to say that shit too,0,1
it is a nice ass,1,0
idk why they bother to put non shiny pokemon as rewards who the fuck wants a loudre,1,0
too young to die paul morrell mix by jamiroquai,0,1
shit mbn,1,0
rape a pregnant bitch and tell my friends i had a threesome,1,0
okay i love ya but we need more from you,0,1
were furocious vegas golden knights fanscongratulations jordan b on your shutout and keoni and what ipolani t,0,1
i found this on google  i do not know what it is but i like it  and who ever created it  good work ,0,1
 before you all start running to the internet to bash the university just remember this is your school gas leaks do happen,0,1
i am sorry but i do not agree with nobody who picking the weed over my job  i do not ,0,1
 bitches always tryna dress up disrespect in a joke its just a joke no bitch you was tryna be disrespectful and i caught th,1,0
go to rehab,0,1
hmmmm sounds like you need cheering uphave a random sparkling penis that should do ityou are,1,0
the modelling industry is so damn toxic the fact that everyone thinks they need a certain stomach makes me so mad,1,0
just to sum up this week nobody gives a fuck who you think the next batman should be that you have not liked this,1,0
you cannot face them when you play in europa league probably for the next years,0,1
 he caught you in lies and half truths as well you all need to shut the fuck up and handle this privately,1,0
 i are not gon lie i am ready for miami mane i am making the best of this trip regardless shit been hitting me left and r,0,1
 niggas do the funniest shit when they are high,1,0
damn is it on microwaves,0,1
 ned starks son who is attempted murder kicked off all the drama of the series is on the throne his daughter who was,0,1
 when lauv said i wonder what it feels like to be more than i amdamn that hits me hard,1,0
just caught up on got and fucking hell,1,0
is it bad that i am lowkey salty af for not being approached to play mansion festidk but fuck that i want to play,1,0
 zils agent mesut will be staying until at least  and the fans need not to worry about the gossip that may come th,0,1
 i have never felt so lost in my life shit sucks,1,0
 you pathetic little boys can only ever dream of getting to touch someone like me thank you,1,0
 this super group is a twotime winner tonight shattering nearly every streaming record imaginable so yeah you are wel,0,1
 the dera sacha sauda followers help those who are mentally you,0,1
 hot negotiations  sometimes you got to fuck a little to make a whole lotta money 2,1,0
had to slow that shit down,1,0
 me getting my shit together is all that matters to me rn,1,0
 i would be interested to know who bought my postcard from in edinburgh if you are out there,0,1
i am sick that houston lost this gs always winning shit is boring honestly,1,0
these feminists got to stop with this dany shit,1,0
 when a thing is clearly modeled by a person who would never choose to wear the thing they are modeling,0,1
 fuck eating my pussy are you going to help take my braids out,1,0
need to go get my passport shit sorted out soon europe is going to be lit,1,0
you are doing amazing job kindu,0,1
 so you are going by cody ko now nerd haha what is up douche bag it is noel from highschool remember me me and the guys,1,0
 when you carry yourself at a high as standard it will make a bitch that carry they self like trash uncomfortable,1,0
shit i want this,1,0
 damn this is sadrip russ,0,1
what the fuck,1,0
 jared looks so proud while saying jensen fucking ackles,1,0
you are going to find yourself in some lopsided games in your time on the court how do you handle getting blown ou,0,1
one funny side effect of delivering threddy gifts to peoples office mailboxes is that i get to see,0,1
 is it so hard not to be racist like wtf retweet to show what kind of person she is,1,0
